,Title,Citation,Conference,Publisher,Journal,Date
643,Minimally Invasive Ivor-Lewis Oesophagectomy Following Neoadjuvant Chemoradiotherapy for the Treatment of Oesophageal Cancer: First 30 Consecutive Unselected Cases,Unknown,IRISH JOURNAL OF MEDICAL SCIENCE,SPRINGER LONDON LTD,Unknown,2014
644,Introduction of Microbubbles technique for pre-operative sentinel node assessment for breast cancer patients in a district general hospital: Cancer/Surgical Oncology I 0658,Unknown,Unknown,Unknown,British Journal of Surgery,2012
645,A project management approach to the undergraduate Mining Engineering thesis.,Unknown,Unknown,KGHM Cuprum sp. zo. o.-Centrum Badawczo-Rozwojowe,Cuprum: czasopismo naukowo-techniczne górnictwa rud,2012
646,"Poster Session 3: Friday 9 December 2011, 08: 30–12: 30 Location: Poster Area",Unknown,Unknown,Oxford University Press,European Journal of Echocardiography,2011
647,P649Atrial and ventricular abnormalities on echocardiography in newly diagnosed untreated hereditary haemochromatosis.,Unknown,Unknown,Unknown,European Journal of Echocardiography,2011
648,Atrial and Ventricular Functional Changes on Echocardiography in Newly Diagnosed Untreated Hereditary Haemochromatosis,Unknown,IRISH JOURNAL OF MEDICAL SCIENCE,SPRINGER LONDON LTD,Unknown,2011
649,The ECCU Course: Emergency and Critical Care Ultrasound,Unknown,Unknown,Unknown,Unknown,2011
650,"Poster session II Thursday 9 December 2010, 14: 00-18: 00",Unknown,Unknown,Oxford University Press,European Journal of Echocardiography,2010
651,Myocardial fibrosis in left ventricular hypertrophy and late-enhancement gadolinium with 3Tesla cardiac magnetic resonance imaging-does speckle-tracking echocardiography have a …,Unknown,EUROPEAN HEART JOURNAL,OXFORD UNIV PRESS,Unknown,2010
652,Enhancing students' engagement with psychology through the establishment of a peer support training program,Unknown,AUSTRALIAN JOURNAL OF PSYCHOLOGY,AUSTRALIAN PSYCHOLOGICAL SOC,Unknown,2004
653,Effects of context and associative information in the production of false memories,Unknown,AUSTRALIAN JOURNAL OF PSYCHOLOGY,AUSTRALIAN PSYCHOLOGICAL SOC,Unknown,2004
654,Stages of sleep: Investigating differences in dream content and memory sources,Unknown,AUSTRALIAN JOURNAL OF PSYCHOLOGY,AUSTRALIAN PSYCHOLOGICAL SOC,Unknown,2004
655,Semantic information is relevant in the irrelevant speech effect,Unknown,AUSTRALIAN JOURNAL OF PSYCHOLOGY,AUSTRALIAN PSYCHOLOGICAL SOC,Unknown,2003
656,Using on-line teaching in undergraduate psychology,Unknown,AUSTRALIAN JOURNAL OF PSYCHOLOGY,AUSTRALIAN PSYCHOLOGICAL SOC,Unknown,2002
657,Some measurements of Java-to-bytecode compiler performance in the Java Virtual Machine,Unknown,Unknown,Unknown,Unknown,2001
658,Irish cardiac society,Unknown,Unknown,Springer-Verlag,Irish Journal of Medical Science,1993
659,An approach for the motion planning of a mobile robot,Unknown,Unknown,Taylor & Francis Group,The Irish Journal of Psychology,1993
660,The golden hour checklist: helping to optimise care of the newborn preterm infant,Unknown,Unknown,IPA,Unknown,Unknown
661,The golden hour checklist: optimise care of the newborn,Unknown,Unknown,Unknown,Unknown,Unknown
662,"Design, Development, and Evaluation of a Computer Based Learning Module in Pathology",Unknown,Unknown,Unknown,Unknown,Unknown
663,Encrypted Speech with a Familiar User-Interface,Unknown,Unknown,Unknown,Unknown,Unknown
664,Clone: Controlled language for ontology editing,135,Unknown,"Springer, Berlin, Heidelberg",Unknown,2007
665,Semeval-2017 task 5: Fine-grained sentiment analysis on financial microblogs and news,116,Unknown,Association for Computational Linguistics (ACL),Unknown,2017
666,On controlled natural languages: Properties and prospects,84,International workshop on controlled natural language,"Springer, Berlin, Heidelberg",Unknown,2009
667,The case for virtual register machines,76,Unknown,Unknown,Unknown,2003
668,Trust models for community aware identity management,59,Unknown,Unknown,Unknown,2006
669,Roundtrip ontology authoring,50,International Semantic Web Conference,"Springer, Berlin, Heidelberg",Unknown,2008
670,A twitter sentiment gold standard for the brexit referendum,37,Unknown,Unknown,Unknown,2016
671,Classifying Action Items for Semantic Email.,32,LREC,Unknown,Unknown,2010
672,Infrastructure for dynamic knowledge integration—Automated biomedical ontology extension using textual resources,29,Unknown,Academic Press,Journal of biomedical informatics,2008
673,Semanta–semantic email made easy,26,European Semantic Web Conference,"Springer, Berlin, Heidelberg",Unknown,2009
674,Www'18 open challenge: financial opinion mining and question answering,22,Unknown,Unknown,Unknown,2018
675,Multilingual Verbalisation of Modular Ontologies Using GF and lemon,21,International Workshop on Controlled Natural Language,"Springer, Berlin, Heidelberg",Unknown,2012
676,Improving email conversation efficiency through semantically enhanced email,21,18th International Workshop on Database and Expert Systems Applications (DEXA 2007),IEEE,Unknown,2007
677,A brief state of the art of CNLs for ontology authoring,19,International Workshop on Controlled Natural Language,"Springer, Cham",Unknown,2014
678,A compositional-distributional semantic model for searching complex entity categories,18,Proceedings of the Fifth Joint Conference on Lexical and Computational Semantics,Unknown,Unknown,2016
679,Controlled language IE components version 2,18,Unknown,Unknown,SEKT project deliverable D,2007
680,LRE journal CNL introduction,17,Unknown,Springer Netherlands,Unknown,2017
681,Semantic relatedness for all (languages): A comparative analysis of multilingual semantic relatedness using machine translation,16,European Knowledge Acquisition Workshop,"Springer, Cham",Unknown,2016
682,Indra: A word embedding and semantic relatedness server,15,Unknown,European Language Resources Association,Unknown,2018
683,SemR-11: A multi-lingual gold-standard for semantic similarity and relatedness for eleven languages,14,Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018),Unknown,Unknown,2018
684,Human language technologies,14,Unknown,"Springer, Berlin, Heidelberg",Unknown,2009
685,Dinfra: A one stop shop for computing multilingual semantic relatedness,12,Unknown,Unknown,Unknown,2015
686,Social sentiment indices powered by X-scores,11,Unknown,Unknown,ALLDATA 2016,2016
687,Search interface based on natural language query templates,11,Unknown,Unknown,Proceedings of IADIS International Conference WWW/Internet,2006
688,The case for virtual register machines,11,Unknown,Elsevier,Science of Computer Programming,2005
689,In or Out? Real-Time Monitoring of BREXIT sentiment on Twitter.,10,"SEMANTiCS (Posters, Demos, SuCCESS)",Unknown,Unknown,2016
690,Towards predicting academic impact from mainstream news and weblogs: A heterogeneous graph based approach,10,2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),IEEE,Unknown,2016
691,Social impact assessment of scientist from mainstream news and weblogs,9,Unknown,Springer Vienna,Social Network Analysis and Mining,2017
692,Knowledge Engineering and Knowledge Management,9,Unknown,"Berlin, Heidelberg: Springer",Unknown,2012
693,Natural language generation from ontologies,9,Unknown,"Springer, Berlin, Heidelberg",Unknown,2009
694,Linguistically Light Lexical Extensions for Ontologies.,9,LREC,Unknown,Unknown,2008
695,Evaluating the Ontology underlying sMail-the Conceptual Framework for Semantic Email Communication.,8,LREC,Unknown,Unknown,2008
696,"Trust models for community-aware identity management. Identity, Reference and the Web IRW2006",8,Unknown,Unknown,"WWW2006 Workshop, Scotland",2006
697,Squeezing lemon with GATE,7,"2nd International Workshop on the Multilingual Semantic Web (MSW 2011), Workshop at ISWC 2011",Unknown,Unknown,2011
698,Implicit and explicit aspect extraction in financial microblogs,6,Proceedings of the First Workshop on Economics and Natural Language Processing,Unknown,Unknown,2018
699,Dublin City University and partners’ participation in the INS and VTT tracks at TRECVid 2016,6,Unknown,Unknown,Unknown,2016
700,Semantic indexing of wearable camera images: Kids' Cam concepts,6,Unknown,Unknown,Unknown,2016
701,Extracting semantic knowledge from unstructured text using embedded controlled language,6,2016 IEEE Tenth International Conference on Semantic Computing (ICSC),IEEE,Unknown,2016
702,Towards controlled natural language for semantic annotation,6,Unknown,IGI Global,Unknown,2012
703,On designing controlled natural languages for semantic annotation,6,International Workshop on Controlled Natural Language,"Springer, Berlin, Heidelberg",Unknown,2009
704,Semanta–Semantic Email in Action,6,European Semantic Web Conference,"Springer, Berlin, Heidelberg",Unknown,2009
705,Conceptual data structure tools,6,Unknown,Deliverable,Unknown,2008
706,Further use of Controlled Natural Language for Semantic Annotation of Wikis.,6,SAAW@ ISWC,Unknown,Unknown,2006
707,A project in embedded systems design and development: a partnership with area high school scholars,6,"34th Annual Frontiers in Education, 2004. FIE 2004.",IEEE,Unknown,2004
708,A survey of optimisations for the java virtual machine,6,Unknown,Unknown,Unknown,2003
709,A Social Opinion Gold Standard for the Malta Government Budget 2018,5,Proceedings of the 5th Workshop on Noisy User-generated Text (W-NUT 2019),Unknown,Unknown,2019
710,"Predicting citations from mainstream news, weblogs and discussion forums",5,Unknown,Unknown,Unknown,2017
711,The path towards semantic email: Summary and outlook,5,Unknown,Unknown,Proceedings of EMAIL-08: the AAAI Workshop on Enhanced Messaging,2008
712,Semantic relation classification: task formalisation and refinement,4,Unknown,Unknown,arXiv preprint arXiv:1806.07721,2018
713,FinSentiA: sentiment analysis in English financial microblogs,4,Conférence CORIA TALN 2018,INRIA,Unknown,2018
714,"The SSIX corpora: three gold standard corpora for sentiment analysis in English, Spanish and German financial microblogs",4,LREC: Language Resources and Evaluation Conference,European Languages Resources Association (ELRA),Unknown,2018
715,Nostalgic sentiment analysis of youtube comments for chart hits of the 20th century,4,Unknown,Unknown,Unknown,2018
716,Controlled natural language for semantic annotation,4,European Semantic Web Conference,"Springer, Berlin, Heidelberg",Unknown,2009
717,Semantically Enhanced Passage Retrieval for Business Analysis Activity,4,Unknown,Unknown,Unknown,2008
718,Personalized question answering: a use case for business analysis,4,Unknown,Unknown,Unknown,2006
719,CoSACT: A collaborative tool for fine-grained sentiment annotation and consolidation of text,3,Proceedings of the First Workshop on Financial Technology and Natural Language Processing,Unknown,Unknown,2019
720,Multilingual semantic relatedness using lightweight machine translation,3,2018 IEEE 12th International Conference on Semantic Computing (ICSC),IEEE,Unknown,2018
721,Erratum to: Controlled Natural Language,3,International Workshop on Controlled Natural Language,"Springer, Cham",Unknown,2016
722,Linse: A distributional semantics entity search engine,3,Unknown,Unknown,Unknown,2015
723,On applying controlled natural languages for ontology authoring and semantic annotation,3,Unknown,Unknown,Unknown,2013
724,A linguistic light approach to multilingualism in lexical layers for ontologies,3,2008 International Multiconference on Computer Science and Information Technology,IEEE,Unknown,2008
725,Another PASS: A reproduction study of the human evaluation of a football report generation system,2,Proceedings of the 14th International Conference on Natural Language Generation,Unknown,Unknown,2021
726,Over a Decade of Social Opinion Mining,2,Unknown,Unknown,Unknown,2020
727,Engineering an aligned gold-standard corpus of human to machine oriented Controlled Natural Language,2,2018 IEEE/WIC/ACM International Conference on Web Intelligence (WI),IEEE,Unknown,2018
728,"Controlled Natural Language: Proceedings of the Sixth International Workshop, CNL 2018, Maynooth, Co. Kildare, Ireland, August 27-28, 2018",2,Unknown,IOS Press,Unknown,2018
729,Classification of composite semantic relations by a distributional-relational model,2,Unknown,North-Holland,Data & Knowledge Engineering,2018
730,Composite semantic relation classification,2,International Conference on Applications of Natural Language to Information Systems,"Springer, Cham",Unknown,2017
731,Challenges and opportunities for detecting and measuring diffusion of scientific impact across heterogeneous altmetric sources,2,Unknown,Unknown,Unknown,2015
732,Engineering a controlled natural language into semantic mediawiki,2,International Workshop on Controlled Natural Language,"Springer, Berlin, Heidelberg",Unknown,2010
733,On controlled natural language,2,Unknown,Unknown,LNCS/LNAI,2010
734,Semanta Supporting E-mail Workflows in Business Processes,2,2009 IEEE Conference on Commerce and Enterprise Computing,IEEE,Unknown,2009
735,D2. 2.2 Report: Controlled Language IE Components version 2,2,Unknown,"Technical report, University of Sheffield",Unknown,2007
736,"Interactive semantic wikis. Deliverable D1. 1, NEPOMUK Consortium, Kaiserslautern",2,Unknown,Unknown,Unknown,2007
737,Sensemaking of complex sociotechnical systems: the case of governance dashboards,1,Unknown,Unknown,Unknown,2018
738,Rewriting simplified text into a controlled natural language,1,Unknown,IOS Press,Unknown,2018
739,A Multilingual Test Collection for the Semantic Search of Entity Categories,1,Unknown,LREC: Language Resources and Evaluation Conference,Unknown,2018
740,From simplified text to knowledge representation using Controlled Natural Language,1,Unknown,Unknown,International Conference on Intelligent Text Processing and Computational Linguistics,2017
741,In or out? real-time monitoring of brexit sentiment on twitter,1,Unknown,CEUR Workshop Proceedings,SEMANTiCS 2016,2016
742,Embedded controlled language to facilitate information extraction from eGov policies,1,Unknown,Unknown,Unknown,2015
743,On developing extraction rules for mining informal scientific references from altmetric data sources,1,International Conference on Applications of Natural Language to Information Systems,"Springer, Cham",Unknown,2015
744,A Use Case for Controlled Languages as Interfaces to Semantic Web Applications.,1,LREC,Unknown,Unknown,2010
745,Over a decade of social opinion mining: a systematic review,Unknown,Unknown,Springer Netherlands,Unknown,2021
746,Enriching the E2E dataset,Unknown,Proceedings of the 14th International Conference on Natural Language Generation,Unknown,Unknown,2021
747,LUX (Linguistic aspects Under eXamination): Discourse Analysis for Automatic Fake News Classification,Unknown,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,Unknown,Unknown,2021
748,Implicit Aspect-Based Opinion Mining and Analysis of Airline Industry Based on User-Generated Reviews,Unknown,Unknown,Springer Singapore,SN Computer Science,2021
749,Do city dashboards make sense? Conceptualising user experiences and challenges in using city dashboards. A case study,Unknown,Unknown,Unknown,Unknown,2021
750,A Dataset of Multidimensional and Multilingual Social Opinions for Malta’s Annual Government Budget,Unknown,Unknown,Unknown,Proceedings of the International AAAI Conference on Web and Social Media,2021
751,CASIE–Computing affect and social intelligence for healthcare in an ethical and trustworthy manner,Unknown,Unknown,De Gruyter Open Access,"Paladyn, Journal of Behavioral Robotics",2021
752,Proceedings of the 13th International Conference on Natural Language Generation,Unknown,Proceedings of the 13th International Conference on Natural Language Generation,Unknown,Unknown,2020
753,The outsider art project: a transdisciplinary framework,Unknown,Unknown,Unknown,DE LINGÜÍSTICA COMPUTACIONAL Y DE CORPUS,2020
754,Towards the Ontologization of the Outsider Art Domain: Position Paper,Unknown,16th Joint ACL-ISO Workshop on Interoperable Semantic Annotation PROCEEDINGS,Unknown,Unknown,2020
755,Toward the Automatic Retrieval and Annotation of Outsider Art images: A Preliminary Statement,Unknown,Proceedings of the 1st International Workshop on Artificial Intelligence for Historical Image Enrichment and Access,Unknown,Unknown,2020
756,Proceedings of the Sixth International Workshop on Controlled Natural Language 2018,Unknown,Unknown,IOS Press,Unknown,2018
