keyword_1,keyword_2,count
discrete event systems,task synchronization pattern.,1
discrete event systems,Petri nets,1
discrete event systems,Task analysis,1
discrete event systems,cross-organizational workflow,1
data growth,data,1
data growth,sensor networks,1
orchestration tools,edge computing,1
orchestration tools,management,1
orchestration tools,"fog computing, orchestration",1
orchestration tools,orchestration architectures,1
orchestration tools,orchestration standards,1
modelling,questionnaires,1
modelling,Probabilistic methods,2
modelling,linguistic linked open data,1
modelling,linked data,1
modelling,learning,1
modelling,edge computing,1
modelling,data,3
modelling,agent-based modelling,1
modelling,semantic uplift,1
modelling,mining,1
modelling,structured equation modelling,1
modelling,salinity,1
modelling,Multimedia modelling,1
modelling,questionnaire,1
modelling,Educational data mining,1
modelling,OpenMP parallelisation,1
modelling,Computational modelling,2
modelling,MAP,1
modelling,methods,2
modelling,simulation,3
modelling,sensor networks,1
modelling,Learning analytics,1
modelling,visualisation,1
modelling,Cross-lingual Tweet tagging,1
modelling,Environmental monitoring,1
"Natural
Language Engineering",Media,1
"Natural
Language Engineering",User Contributed Content,1
Recommender system,recognition,1
Parallel clustering,Big Data,1
Parallel clustering,data,1
Parallel clustering,mining,1
Parallel clustering,Spatial data,1
Design Methodology,Technology,1
Design Methodology,Media Technology,1
Design Methodology,Media,1
Design Methodology,Novel Application,1
Design Methodology,Interaction Design,1
Design Methodology,Innovation,1
database metamodels,Data harvesting,1
database metamodels,data,1
database metamodels,database ontology,1
SURF,Food Recognition,1
SURF,CNN,1
SURF,HOG,1
SURF,Lifelogging,1
SURF,SIFT,1
agent-basis,high performance computing,1
Simulation-based optimization,simulation,1
software-as-a-service,bi-gru,1
software-as-a-service,siamese,1
simulating resource scheduling,edge computing,1
simulating resource scheduling,management,1
simulating resource scheduling,C2T,1
simulating resource scheduling,simulation tools,1
simulating resource scheduling,simulation,1
Internet of Things,learning,1
Internet of Things,crowd behavior analytics,3
Internet of Things,Big Data,1
Internet of Things,data,1
Internet of Things,Monitoring,1
Internet of Things,IoT Network,1
Internet of Things,statistics,1
Internet of Things,Sensor Networks,1
Internet of Things,Home Monitoring,1
Internet of Things,Performance evaluation,1
Internet of Things,Internet of Things (IoT),1
Internet of Things,DQN,1
Internet of Things,smart city,2
Internet of Things,Throughput,1
Internet of Things,IoT,2
Internet of Things,Sensor Applications,1
expert reviews,game-based learning,1
expert reviews,learning,1
expert reviews,thematic analysis,1
expert reviews,quest creation process,1
Learning Behaviours,Behaviour,1
Learning Behaviours,Data Mining,1
Learning Behaviours,Programming Education,1
Learning Behaviours,"Principal
Component Analysis (PCA)",1
touchscreen,touchscreen interfaces,1
touchscreen,elderly user,1
touchscreen,assistive technology,1
MDevSPICE,Medical device,3
MDevSPICE,Process assessment framework,1
MDevSPICE,Software process improvement,1
MDevSPICE,Medical device regulation,1
MDevSPICE,Medical Device Software Process Assessment and Improvement,1
MDevSPICE,MDevSPICE®,3
MDevSPICE,Lightweight Process Assessment Method,1
"future challenges and
opportunities.",search,1
Social Capital of Software Development,Software Development Productivity,1
Social Capital of Software Development,Structural Equation Modeling,1
Technology,Learner,1
Technology,Media Technology,1
Technology,Media,1
Technology,Fixations,1
Technology,Modelling,1
Technology,dementia,1
Technology,Wearable Sensors,1
Technology,Novel Application,1
Technology,Assistive Technology,2
Technology,Interaction Design,1
Technology,Data Mining,1
Technology,Programming Learning,1
Technology,Early stage dementia,1
Technology,Innovation,1
Technology,Eye-tracking Glasses,1
elasticsearch,search,2
elasticsearch,lifelog,2
Functionality,Behaviour,1
Functionality,Application Features,1
Functionality,Usage Data,1
Functionality,Cloud,1
Functionality,"Cloud, Software-as-a-Service (SaaS)",1
Food Recognition,CNN,1
Food Recognition,HOG,1
Food Recognition,Lifelogging,1
Food Recognition,SIFT,1
Data models,Petri nets,1
Data models,Cloud computing,1
Data models,Computational modeling,2
Data models,Cloud,1
Data models,Polymers,1
Personal digital archives,management,1
Personal digital archives,Lifelogging,1
Two dimensional displays,relaxed design constrain,1
Two dimensional displays,resilient training,1
Two dimensional displays,CNN accelerator,1
Two dimensional displays,CNN,1
process implementation & change,process definition,1
process implementation & change,Software engineering,1
Medical domain,Multilingual,1
Medical domain,summarization,1
Medical domain,Single-document summarization,1
pattern recognition,learning,1
pattern recognition,recognition,1
pattern recognition,handshape recognition,1
pattern recognition,sign language,1
questionnaires,linguistic linked open data,1
questionnaires,linked data,1
questionnaires,data,1
questionnaires,semantic uplift,1
questionnaires,questionnaire,2
Fuzzy Logic,learning,1
Fuzzy Logic,Q-learning approach,1
Fuzzy Logic,Mobile ad hoc Networks,1
media selection,digital narrative,1
media selection,storytelling,1
media selection,card-sorting,1
relaxed design constrain,resilient training,1
relaxed design constrain,CNN accelerator,1
relaxed design constrain,CNN,1
Query formulation,Query,2
Query formulation,Document Expansion,1
Query formulation,feedback,2
surveillance event detection,interactive surveillance event detection,1
Calibration,Query,2
Calibration,Data Synchronisation,1
Calibration,Wireless sensor network,1
Calibration,Query Service,1
Data harvesting,data,1
Data harvesting,database ontology,1
word,Parallel Corpora,1
word,data,1
word,Multilingual,1
word,user-generated content,1
word,German,2
word,OOVs,1
word,Multi-word Expressions,1
word,Machine Translation,1
word,"text
similarity",1
word,reflective practice,1
word,Chinese-English,1
word,cross-disciplinary,1
word,comparable corpora,1
word,Natural Language Processing,1
Smart-City,Data Analytics,1
Smart-City,Embedded Sensors,1
Smart-City,Human Activity Recognition,1
Image Dataset,Pattern Recognition,1
Image Dataset,Irish,1
Lean software development,Lean,1
Lean software development,Software development,1
Lean software development,Software development lifecycle,1
Gene regulatory networks,Transcriptional regulation,1
Probabilistic methods,OpenMP parallelisation,1
Probabilistic methods,Computational modelling,2
Probabilistic methods,methods,2
Probabilistic methods,simulation,2
community detection,learning,1
community detection,data,1
community detection,mining,1
Customer Lifetime Value,Record Linkage,1
Customer Lifetime Value,Customer Segmentation,1
Multistep ahead prediction,Time series,1
Multistep ahead prediction,Univariate time series,1
Multistep ahead prediction,Recurrent Neural Networks,1
Multistep ahead prediction,Time series prediction,1
Multistep ahead prediction,Multi-resolution Analysis,1
Multistep ahead prediction,Forecasting,1
Multistep ahead prediction,Prediction in the long run,1
Football Coach,Annotation Task,1
Football Coach,Multimedia Processing,1
Football Coach,Multimedia Information Retrieval,1
Football Coach,League Soccer,1
task synchronization pattern.,Petri nets,1
task synchronization pattern.,Task analysis,1
task synchronization pattern.,cross-organizational workflow,1
Blind Translators,Usability,1
Keirsey Temperament Sorter II,Organisation personality profile,1
Keirsey Temperament Sorter II,Periodic table-like structure,1
Keirsey Temperament Sorter II,Visualisation,1
Keirsey Temperament Sorter II,management,1
Keirsey Temperament Sorter II,Personality,1
Keirsey Temperament Sorter II,Software development,1
personal health,health care,1
Pedestrian Behaviour,Behaviour,1
Pedestrian Behaviour,Modelling,1
benchmarking,annotated data,1
benchmarking,collaborative benchmarking,1
benchmarking,data,1
benchmarking,summarization,1
benchmarking,image classification,1
benchmarking,lifelog,2
benchmarking,recognition,1
benchmarking,interactive retrieval systems,1
benchmarking,benchmark,4
benchmarking,lifelogging retrieval and summarization,1
linguistic linked open data,linked data,1
linguistic linked open data,data,1
linguistic linked open data,semantic uplift,1
linguistic linked open data,questionnaire,1
Interactive Personality Assessment,Software Team Visualization,1
Interactive Personality Assessment,Personality,1
Interactive Personality Assessment,Software Developer Personality Traits,1
SPARQL,UI generation,1
SPARQL,Templating engine,1
smart sensing,low-cost,1
smart sensing,water level monitoring,1
Source-Language Preprocessing,Hybrid MT,1
Source-Language Preprocessing,Machine Translation,1
Source-Language Preprocessing,Subject-Verb Agreement,1
Parallel Corpora,German,1
Parallel Corpora,Machine Translation,1
Parallel Corpora,Chinese-English,1
Parallel Corpora,Natural Language Processing,1
bi-gru,siamese,1
Spark,Distributed join,1
Scrumban,Software process improvement,1
"dementia, ethics, ambient assisted living, ambient intelligence, ambient technology, informed consent",dementia,1
"dementia, ethics, ambient assisted living, ambient intelligence, ambient technology, informed consent",ethics,1
FeatureExtraction,Lifelogging,1
Concept-based representation,data,1
Concept-based representation,Video retrieval,1
Concept-based representation,semantic concepts,1
Passage retrieval,search,1
Passage retrieval,Speech search,1
Passage retrieval,Automatic segmentation,1
maximal oxygen uptake,running,1
game-based learning,learning,1
game-based learning,thematic analysis,1
game-based learning,quest creation process,1
Learner,mining,1
Learner,Learning analytics,1
linked data,data,2
linked data,semantic uplift,1
linked data,Change detection,1
linked data,questionnaire,1
action localisation,recognition,1
action localisation,Support vector machines,1
action localisation,Feature extraction,1
action localisation,Trajectory,1
mining multimedia data,multimedia data,1
mining multimedia data,data,1
mining multimedia data,mining,1
mining multimedia data,multimedia,1
mining multimedia data,association rule mining,1
Faroese language resources,dependency parsing for low-resource languages,1
Faroese language resources,parsing,1
Faroese language resources,knowledge transfer across related languages,1
"Survey, Human Assessment",Assessment Methods,1
Data Fusion,Cross Language News Search,1
Data Fusion,Hindi Information Retrieval,1
Data Fusion,"Pseudo
Relevance Feedback",1
Data Fusion,Geo-Tagging,1
Data Fusion,Query,1
Data Fusion,Query Summarization,1
Data Fusion,Query Translation,1
Data Fusion,Visual-Spatial Data Fusion,1
automatic annotation,multimedia data,1
automatic annotation,data,1
automatic annotation,affective computing,1
automatic annotation,annotation,1
automatic annotation,multimedia,1
Interactive assessment,Team process,1
Interactive assessment,Software process improvement,1
Interactive assessment,Personality,1
Social media analysis,Sports,1
Social media analysis,Sentiment analysis,1
Social Network Analysis,Machine Learning,1
query-independent search,search,1
query-independent search,Query,1
query-independent search,Query-independent search,1
query-independent search,Indexing,1
content analysis,crime news,1
content analysis,interaction design,2
content analysis,management,1
content analysis,visualisation,1
Software Development Productivity,Structural Equation Modeling,1
learning,Denoising autoencoder,1
learning,deep learning,9
learning,virtual learning environments,1
learning,· Educational data mining,1
learning,Big Data,1
learning,collaborative learning,1
learning,English teaching,1
learning,data,11
learning,Multimedia fusion,1
learning,active learning,1
learning,example-packing,1
learning,mining,7
learning,neural networks,1
learning,multi-dimensional  long  short-term  memory,1
learning,IoT Network,1
learning,resource allocation,1
learning,Data mining,1
learning,Q-learning approach,1
learning,datasets,2
learning,memory-based learning,1
learning,Digital retail,1
learning,natural language processing,1
learning,handwriting  recognition,1
learning,activity recognition,2
learning,thematic analysis,1
learning,variable  length  input,1
learning,Educational data mining,3
learning,management,1
learning,recognition,4
learning,deep  learning,1
learning,Online learning,1
learning,self-review,1
learning,Machine Translation,1
learning,neural computing,1
learning,No-show,1
learning,CNN,1
learning,Behavior analytics,1
learning,location,1
learning,Support vector machines,1
learning,Autoencoder,1
learning,visual saliency,1
learning,quest creation process,1
learning,annotation,1
learning,self-supervised learning,1
learning,Agri-analytics,1
learning,handshape recognition,1
learning,team,1
learning,Lung infection,1
learning,DQN,1
learning,Video summaries,1
learning,Mobile ad hoc Networks,1
learning,zones,1
learning,Language technology integration,1
learning,IoT,1
learning,English learning,1
learning,Cities and towns,1
learning,Learning analytics,1
learning,activity profile,1
learning,visualisation,1
learning,data analytics,1
learning,semi-supervised learning,1
learning,big data,1
learning,sign language,1
learning,video retrieval,1
learning,biomedical,1
learning,Generative Adversarial Network,1
learning,multimodal,1
spoken content retrieval,Experimentation,1
spoken content retrieval,spoken document retrieval,2
Gesture Interface,Personal Archive,1
Gesture Interface,Media,1
Gesture Interface,Personal Media,1
Dialogue,Movie Script,1
Dialogue,Second Language Learning,1
Dialogue,Discourse Corpus,1
Dialogue,Furhat robot,1
Dialogue,Machine Translation,2
Dialogue,Neural Machine Translation,1
Dialogue,Language Learning,1
Dialogue,Entity,1
team sports,team,1
sensemaking,storytelling,1
Denoising autoencoder,Multimedia fusion,1
Denoising autoencoder,Autoencoder,1
Translation users,Translator productivity,1
Translation users,Translation metrics,1
dependency labels,dependency analysis,1
wavelet multiscaling,eigenspectrum,1
wavelet multiscaling,correlation,1
wavelet multiscaling,epilepsy,1
genetic regulatory networks,data,1
genetic regulatory networks,microarray data analysis,1
genetic regulatory networks,time course data,1
deep learning,data,2
deep learning,mining,1
deep learning,activity recognition,2
deep learning,Educational data mining,1
deep learning,management,1
deep learning,recognition,2
deep learning,visual saliency,1
deep learning,annotation,1
deep learning,self-supervised learning,1
deep learning,video retrieval,1
deep learning,biomedical,1
deep learning,multimodal,1
Speech Recognition,Keyframe,1
Enterprise Architecture,Urban Enterprise,1
Enterprise Architecture,Urban Enterprise Components,1
SmartBay,sensor networks,1
edge computing,management,2
edge computing,C2T,1
edge computing,"fog computing, orchestration",1
edge computing,orchestration architectures,1
edge computing,simulation tools,1
edge computing,simulation,2
edge computing,orchestration standards,1
annotated data,data,1
annotated data,summarization,1
annotated data,image classification,1
annotated data,lifelog,1
annotated data,recognition,1
annotated data,benchmark,1
annotated data,lifelogging retrieval and summarization,1
Software Team Visualization,Agile Software Development,1
Software Team Visualization,Personality,2
Software Team Visualization,Software Developer Personality Traits,1
Time series,Univariate time series,1
Time series,Recurrent Neural Networks,1
Time series,Time series prediction,1
Time series,recognition,1
Time series,Event classification,1
Time series,Multi-resolution Analysis,1
Time series,Forecasting,3
Time series,Prediction in the long run,1
"Semantic Web, stream reasoning",data,1
Agile Software Development,Personality,1
Personal Archive,Media,1
Personal Archive,Personal Media,1
Data Analytics,Data Warehousing,2
Data Analytics,Embedded Sensors,1
Data Analytics,Data Mining,1
Data Analytics,ETL,2
Data Analytics,Human Activity Recognition,1
Automatic Mapping,OBDA,1
crowd behavior analytics,smart city,2
Governance of IS organisation,Business-IT Alignment,1
collaborative benchmarking,benchmark,1
Movie Script,Discourse Corpus,1
Movie Script,Machine Translation,1
Terminology Translation,Terminology,1
Terminology Translation,Machine Translation,1
Terminology Translation,Neural Machine Translation,1
Annotation Task,Multimedia Processing,1
Annotation Task,Multimedia Information Retrieval,1
Annotation Task,League Soccer,1
Health,lower extremity,1
Health,Terminology,1
Health,exercise therapy,1
Health,posture,1
Health,User Requirements,1
Health,Wearable sensors,1
Health,Health Information Seeking,1
Health,Connected Health,1
Health,biomedical technology,1
Health,feedback,1
Health,Risk Management,1
Health,biomedical,1
Team process,Software process improvement,1
Team process,Personality,1
crime news,interaction design,1
crime news,visualisation,1
· Educational data mining,data,1
· Educational data mining,mining,1
· Educational data mining,Educational data mining,1
Multimedia Processing,Multimedia Information Retrieval,1
Multimedia Processing,League Soccer,1
multimedia data,data,2
multimedia data,mining,1
multimedia data,affective computing,1
multimedia data,annotation,1
multimedia data,multimedia,2
multimedia data,association rule mining,1
Activity classification,Lifelogging,1
eigenanalysis,equity returns,1
eigenanalysis,wavelets,1
ERP,image classification,1
ERP,brain computer interfaces,1
ERP,RSVP,1
ERP,Rapid serial visual presentation (RSVP),1
Big Data,data,4
Big Data,spatial data,2
Big Data,mining,3
Big Data,IoT Network,1
Big Data,balance vector,1
Big Data,Spatial data,1
Big Data,DQN,1
Big Data,IoT,1
Big Data,distributed mining,2
vehicular communications,electric bicycles,1
vehicular communications,component,1
vehicular communications,speed advisory,1
rapid response MT,automatic evaluation,1
media streaming,mining,1
media streaming,video mining,1
media streaming,content based image retrieval,1
"Software Engineering Economics, Productivity, Social Aspects of Development",search,1
"Software Engineering Economics, Productivity, Social Aspects of Development",Mechanism Design,1
recommender systems,interaction design,1
recommender systems,search,1
recommender systems,dementia,1
recommender systems,reminiscence therapy,1
recommender systems,recsys,1
interaction design,search,1
interaction design,design methodology,1
interaction design,dementia,1
interaction design,reminiscence therapy,1
interaction design,recsys,1
interaction design,visualisation,1
Decision support,Turbidity,2
Decision support,Salinity,2
Decision support,"Estuary, Marine",1
English teaching,English learning,1
process definition,Software engineering,1
rule based machine translation,NE,1
rule based machine translation,RBMT,1
data,search,2
data,Monitoring,1
data,active learning,1
data,semi-structured data,2
data,methane,1
data,self-tracking,1
data,spatial data,2
data,TV,2
data,semantic uplift,1
data,user-generated content,1
data,mining,15
data,cell phone ubiquity,1
data,IoT Network,1
data,wearable devices,2
data,salinity,1
data,superspeedup,1
data,encoding schemes,1
data,sensor intelligence,1
data,summarization,1
data,datasets,3
data,Principles,2
data,microarray data analysis,1
data,Change detection,1
data,chemistry,1
data,Metadata Quality,1
data,image classification,1
data,data exploitation,1
data,XML,3
data,questionnaire,1
data,Indexing,1
data,natural language processing,1
data,comparative evaluation,1
data,Educational data mining,3
data,management,2
data,lifelog,4
data,recognition,2
data,affective computing,1
data,balance vector,1
data,Spatial data,2
data,self-review,1
data,test collection,1
data,Usage Monitoring,1
data,"synchronous
communication",1
data,Data governance,1
data,label reuse,1
data,data asset,1
data,"text
similarity",1
data,Cloud,1
data,chemo-sensors,1
data,"test
collection",1
data,benchmark,1
data,Film studies,1
data,metadata quality,1
data,Accountability,1
data,sensor data management,1
data,Video retrieval,2
data,visual saliency,1
data,annotation,2
data,asynchronous communication,1
data,Agri-analytics,1
data,team,1
data,tweets,1
data,DQN,1
data,attitude,1
data,personal data,5
data,peer-to-peer,1
data,Ontologies,1
data,multimedia,3
data,ETL,1
data,zones,1
data,comparable corpora,1
data,ethics,1
data,IPTV,1
data,time course data,1
data,Lifelogging,2
data,IoT,1
data,hybrid process model,1
data,lifelogging retrieval and summarization,1
data,sensor networks,5
data,Manuals,1
data,Learning analytics,1
data,data models,1
data,dynamic labeling schemes,2
data,semantic concepts,1
data,activity profile,1
data,visualisation,1
data,data analytics,1
data,database ontology,1
data,event log,1
data,Digital Libraries,1
data,distributed mining,3
data,metadata standards,1
data,big data,2
data,association rule mining,1
data,multimedia search,1
data,multimodal,1
data,Environmental monitoring,1
Petri nets,Cloud computing,1
Petri nets,Computational modeling,1
Petri nets,Cloud,1
Petri nets,Task analysis,1
Petri nets,cross-organizational workflow,1
Cross Language News Search,Hindi Information Retrieval,1
Cross Language News Search,"Pseudo
Relevance Feedback",1
Cross Language News Search,Query,1
Cross Language News Search,Query Summarization,1
Cross Language News Search,Query Translation,1
Medical device,Process assessment framework,1
Medical device,Medical device software development,1
Medical device,Software process improvement,1
Medical device,Process model,1
Medical device,Medical device regulation,1
Medical device,MDevSPICE®,3
operating system,management,1
XGBoost,SVMs,1
XGBoost,random forest,1
XGBoost,IoT,1
equal-time Correlation Matrices,Images,1
equal-time Correlation Matrices,Lifelogging,1
equal-time Correlation Matrices,Maximum Overlap Discrete Wavelet Transform,1
ACL,knee injury,1
ACL,MRI,1
Multimedia fusion,Autoencoder,1
Structured Treatment Interruption,Cellular automata,1
Structured Treatment Interruption,Dynamic models,1
Sports,Sentiment analysis,1
Sports,Localization and Recognition of Scoreboard,1
Sports,SIFT,1
knee injury,MRI,1
search,Speech search,3
search,query-byimage-example video,1
search,Qualitative research,1
search,prior-art patent searching,1
search,Query,3
search,ElasticSearch,1
search,Query-independent search,1
search,personalised search,1
search,datasets,1
search,Institutional Repositories,1
search,Query segmentation,1
search,Modelling,1
search,cross language information retrieval,1
search,medical searches,1
search,Belief systems,1
search,Indexing,1
search,speech recognition,1
search,dementia,1
search,pseudo relevance feedback,1
search,Image/video search,1
search,lifelog,3
search,recognition,1
search,test collection,1
search,Cloud,1
search,collaborative information retrieval,2
search,multilingual searches,1
search,annotation,1
search,reminiscence therapy,1
search,Video search and recommendation,1
search,Brain computer interface,1
search,Workload,1
search,surveillance video,1
search,Mechanism Design,1
search,multimedia,4
search,passage retrieval,1
search,Software development,1
search,Workshop,1
search,recsys,1
search,Automatic segmentation,1
search,multimedia hyperlinking,1
search,WordNet,1
search,feedback,1
search,search engine,2
search,Computer vision,1
search,video retrieval,1
search,multimedia search,1
Urban Enterprise,Urban Enterprise Components,1
Monitoring,Real time systems,1
Monitoring,Principles,1
Monitoring,Sensor Networks,1
Monitoring,Usage Monitoring,1
Monitoring,Home Monitoring,1
Monitoring,Cloud,1
Monitoring,Wireless sensor network,1
Monitoring,sensor networks,1
Monitoring,Sensor Applications,1
Multilingual,summarization,1
Multilingual,Multi-word Expressions,1
Multilingual,Single-document summarization,1
brain scans,MRI,1
active learning,datasets,1
semi-structured data,encoding schemes,1
semi-structured data,XML,2
semi-structured data,label reuse,1
semi-structured data,dynamic labeling schemes,2
Evaluation Framework,Personalisation,1
Evaluation Framework,Type-based Facets,1
Evaluation Framework,Dataset Collection,1
methane,chemistry,1
methane,management,1
methane,sensor data management,1
methane,autonomous gas sensors,1
methane,sensor networks,1
agent-based modelling,visualisation,1
human language technologies,multimedia,1
self-tracking,wearable devices,1
self-tracking,quantified self,1
self-tracking,lifelog,1
self-tracking,personal data,1
self-tracking,ethics,1
spatial data,mining,2
spatial data,balance vector,1
spatial data,distributed mining,2
lower extremity,exercise therapy,1
lower extremity,posture,1
lower extremity,biomedical technology,1
lower extremity,feedback,1
lower extremity,biomedical,1
Speech search,speech recognition,1
Speech search,recognition,1
Speech search,passage retrieval,1
Speech search,Automatic segmentation,1
TV,transcoding,1
TV,Indexing,1
TV,management,1
TV,recognition,1
TV,peer-to-peer,1
TV,interactive TV,1
TV,IPTV,1
TV,Manuals,1
User-generated content,Non-standard spellings,1
semantic uplift,questionnaire,1
Obesity,Children,1
Obesity,24-H dietary recall,1
code2vec,Code Embeddings,1
code2vec,Distributed Representations,1
code2vec,Machine Learning,1
code2vec,user2code2vec,1
user-generated content,self-training,2
user-generated content,up-training,1
user-generated content,natural language processing,1
user-generated content,parsing,2
user-generated content,"text
similarity",1
user-generated content,comparable corpora,1
ISO/IEC 12207,Serious games,1
ISO/IEC 12207,ISO,4
example-packing,multi-dimensional  long  short-term  memory,1
example-packing,handwriting  recognition,1
example-packing,variable  length  input,1
example-packing,recognition,1
example-packing,deep  learning,1
Generative Adversarial Networks,Deepfake generation,1
Generative Adversarial Networks,Generative Adversarial Network,3
Organisation personality profile,Periodic table-like structure,1
Organisation personality profile,Visualisation,1
Organisation personality profile,management,1
Organisation personality profile,Personality,1
Organisation personality profile,Software development,1
Pattern Recognition,Irish,1
Topic Modelling,Document Expansion,1
Topic Modelling,Topic Model,1
Topic Modelling,Modelling,1
program debugging,project management,1
program debugging,Monte Carlo methods,1
program debugging,management,1
program debugging,public domain software,1
program debugging,methods,1
mining,wearable devices,1
mining,superspeedup,1
mining,Data mining,1
mining,Sentiment analysis,1
mining,purchase intent,1
mining,Digital retail,1
mining,user generated content,1
mining,Educational data mining,3
mining,Opinion mining,1
mining,balance vector,1
mining,Spatial data,2
mining,"synchronous
communication",1
mining,Behavior analytics,1
mining,video mining,1
mining,asynchronous communication,1
mining,Agri-analytics,1
mining,opinion mining,2
mining,team,1
mining,personal data,2
mining,web mining,1
mining,landmark identi�cation,1
mining,multimedia,1
mining,ETL,1
mining,zones,1
mining,Learning analytics,2
mining,data models,1
mining,activity profile,1
mining,distributed mining,3
mining,content based image retrieval,1
mining,big data,1
mining,association rule mining,1
neural networks,convolutional neural networks (CNN),2
neural networks,component,1
neural networks,fractional-pixel motion compensation,1
neural networks,neural computing,1
neural networks,CNN,2
neural networks,multi-model architectures,1
neural networks,transcript features,2
Translator productivity,Translation metrics,1
cell phone ubiquity,lifelog,1
self-training,up-training,1
self-training,parsing,1
Referential Translation Machines,RTM,1
Referential Translation Machines,ParFDA,1
Second Language Learning,Language Learning,1
equity returns,wavelets,1
Qualitative research,Belief systems,1
Qualitative research,Software development,1
Hindi Information Retrieval,"Pseudo
Relevance Feedback",1
Hindi Information Retrieval,Query,1
Hindi Information Retrieval,Query Summarization,1
Hindi Information Retrieval,Query Translation,1
German,Machine Translation,1
German,Chinese-English,1
German,Natural Language Processing,1
Discourse Corpus,Machine Translation,1
Real time systems,Wireless sensor network,1
Real time systems,sensor networks,1
Univariate time series,Recurrent Neural Networks,1
Univariate time series,Time series prediction,1
Univariate time series,Multi-resolution Analysis,1
Univariate time series,Forecasting,1
Univariate time series,Prediction in the long run,1
Experimentation,spoken document retrieval,1
Media Technology,Media,1
Media Technology,Novel Application,1
Media Technology,Interaction Design,1
Media Technology,Innovation,1
Personalisation,Type-based Facets,1
Personalisation,Dataset Collection,1
"Pseudo
Relevance Feedback",Query,1
"Pseudo
Relevance Feedback",Query Summarization,1
"Pseudo
Relevance Feedback",Query Translation,1
CNN networks,CNN,1
mapping,gamification,1
mapping,conversion,1
mapping,parsing,1
mapping,Irish,1
mapping,systematic mapping,1
mapping,étiquettes,1
mapping,dependency treebank,1
Behaviour,Modelling,1
Behaviour,Application Features,1
Behaviour,Usage Data,1
Behaviour,Cloud,1
Behaviour,Personality,1
Behaviour,Data Mining,1
Behaviour,Programming Education,1
Behaviour,Physical activity,2
Behaviour,"Principal
Component Analysis (PCA)",1
Behaviour,"Cloud, Software-as-a-Service (SaaS)",1
multi-dimensional  long  short-term  memory,handwriting  recognition,1
multi-dimensional  long  short-term  memory,variable  length  input,1
multi-dimensional  long  short-term  memory,recognition,1
multi-dimensional  long  short-term  memory,deep  learning,1
Geo-Tagging,Visual-Spatial Data Fusion,1
IoT Network,DQN,1
IoT Network,IoT,1
modifiable risk factors,dementia,1
wearable devices,personal data,2
wearable devices,ethics,1
Business Success,Software SMEs,1
quantified self,lifelog,1
Media,User Contributed Content,1
Media,Streaming media,1
Media,Novel Application,1
Media,Polling,1
Media,Interaction Design,1
Media,Innovation,1
Media,Personal Media,1
Query Reduction,Query,1
Weak geometric correlation consistency,Indexing,1
Weak geometric correlation consistency,correlation,1
Weak geometric correlation consistency,Instance Search,1
Real-time feedback,Public Speaking,1
Real-time feedback,Positive Computing,1
Real-time feedback,feedback,1
salinity,sensor networks,1
salinity,Environmental monitoring,1
superspeedup,"synchronous
communication",1
superspeedup,asynchronous communication,1
hand shape recognition,recognition,1
hand shape recognition,gesture recognition,1
hand shape recognition,sign language,1
resource allocation,location,1
microfluidic,wearable sensors,1
microfluidic,pH,1
microfluidic,sport science,1
microfluidic,sweat monitoring,1
Design Principles,Principles,1
Design Principles,Artificial Intelligence,1
Design Principles,HCI,1
Query,ElasticSearch,2
Query,Query Summarization,1
Query,Query-independent search,1
Query,Document Expansion,1
Query,Query Translation,1
Query,Query segmentation,1
Query,Modelling,2
Query,Indexing,1
Query,Data Synchronisation,1
Query,Pseudo relevance feedback,1
Query,pseudo relevance feedback,1
Query,CloudSimPlus,1
Query,Pseudorelevance feedback,1
Query,Cloud,2
Query,Retrieval Result,1
Query,Entity,1
Query,Workload,1
Query,Rule-based Normalization,1
Query,Wireless sensor network,1
Query,Short Message Service,1
Query,Query by Example,1
Query,WordNet,1
Query,Similar Chess Positions,1
Query,feedback,5
Query,Microblog Search,1
Query,search engine,1
Query,Query Service,1
Query,Document Segmentation,1
Query,Fuzzy Query,1
Data mining,Digital retail,1
Data mining,Behavior analytics,1
Propagation,Concept detection enhancement,1
encoding schemes,XML,1
encoding schemes,dynamic labeling schemes,1
statistical machine translation,morphologically rich language,1
statistical machine translation,minimum error rate training,1
statistical machine translation,sentence similarity,1
statistical machine translation,literary translation,1
statistical machine translation,recognition,1
statistical machine translation,correlation,1
statistical machine translation,Irish,1
statistical machine translation,Post-édition automatique,1
statistical machine translation,Irish language,1
statistical machine translation,", statistical machine translation",1
statistical machine translation,open source,1
ElasticSearch,Modelling,2
ElasticSearch,CloudSimPlus,1
ElasticSearch,Cloud,2
ElasticSearch,Workload,1
ElasticSearch,search engine,1
Information Systems,Modelling,1
Information Systems,Building Information Modelling,1
sensor intelligence,chemo-sensors,1
sensor intelligence,sensor networks,1
sensor intelligence,metadata standards,1
morphologically rich language,Irish,1
morphologically rich language,Post-édition automatique,1
morphologically rich language,Irish language,1
Process assessment framework,Medical device regulation,1
Process assessment framework,MDevSPICE®,1
biomedical information,biomedical,1
difficulty factors,semantic abstraction,1
difficulty factors,Multi-label,1
Recurrent Neural Networks,Time series prediction,1
Recurrent Neural Networks,Multi-resolution Analysis,1
Recurrent Neural Networks,Forecasting,1
Recurrent Neural Networks,Prediction in the long run,1
Query Summarization,Query Translation,1
RTM,ParFDA,1
Query-independent search,Indexing,1
